ACCOUNT,ACC_DESC,PORTFOLIO,PORT_DESC,LEGAL_ENTITY,ALADDIN_PORT,CUSTODIAN,SAFEKEEPING_ACC,BI_SAM
LIBSEGUR,LIBERTY SEGUROS                         ,LATPCTRD,LATPCTRD                                ,L754                          ,743                                ,CITIBANK,NULL,LATPCTRD
LIBSVIDA,LIBERTY SEGUROS DE VIDA                 ,LATLFBON,LATINO LIFE BONDS                       ,L755                          ,187                                ,CITIBANK,0000083746      ,LATLFBON
LIBSVIDA,LIBERTY SEGUROS DE VIDA                 ,LATLFEQ ,LATINO LIFE EQUITIES                    ,L755                          ,188                                ,CITIBANK,NULL,
LIBSVIDA,LIBERTY SEGUROS DE VIDA                 ,LATLFST ,LATLFST - CLOSED                        ,L755                          ,746                                ,CITIBANK,NULL,
LIBSVIDA,LIBERTY SEGUROS DE VIDA                 ,LATLFTRD,LATLFTRD                                ,L755                          ,745                                ,CITIBANK,NULL,LATLFTRD
LIBUK   ,Europe Limited ,EURO    ,LIBERTY EUROPE - EURO ACCOUNT           ,L741                          ,157                                ,CHASEGLB,31569           ,EURO    
LIBUK   ,Europe Limited ,LAZARD  ,LIBERTY EUROPE - LAZARD FRERES EQUITIES ,L741                          ,458                                ,CHASEGLB,NULL,
LIBUK   ,Europe Limited ,LIBUK88 ,LIBUK REAL ESTATE PE                    ,L741                          ,                                   ,        ,NULL,
LIBUK   ,Europe Limited ,LIBUK90 ,LIBUK PRIVATE EQUITY                    ,L741                          ,958                                ,CHASELP ,NULL,
LIBUK   ,Europe Limited ,LIBUKTRN,LIBUK LOT TRANSFERS                     ,                              ,                                   ,CHASEGLB,NULL,
LIBUK   ,Europe Limited ,LMIEMORT,LIBERTY EUROPE - MORTGAGE ACCOUNT       ,L741                          ,                                   ,CHASEGLB,NULL,
LIBUK   ,Europe Limited ,LMIEST  ,LMIE SHORT TERM                         ,L741                          ,160                                ,CHASEGLB,41295           ,
LIBUK   ,Europe Limited ,STER    ,LIBERTY EUROPE - STERLING ACCOUNT       ,L741                          ,158                                ,CHASEGLB,30979           ,STER    
LIBUK   ,Europe Limited ,UKCOL1  ,LMIE - COLLATERAL                       ,L741                          ,809                                ,BONY    ,202461          ,UKCOL1  
LIBUK   ,Europe Limited ,USDOL   ,LIBERTY EUROPE - US DOLLAR ACCOUNT      ,L741                          ,159                                ,CHASEGLB,31568           ,USDOL   
LIBVILTD,LIBERTY VIDEOCON INS LTD                ,LIBVILTD,LIBERTY VIDEOCON INS LTD                ,L828                          ,920                                ,DEUTSCHE,6376604000      ,LIBVILTD
LIHLLC  ,HOLDINGS LLC      ,LIHLLC  ,HOLDINGS LLC      ,L400                          ,1119                               ,CHASE   ,G 04008         ,
LIRLLC  ,LIBERTY INVESTMENTS RE LLC              ,LIRLLC  ,LIBERTY INVESTMENTS RE LLC              ,                              ,368                                ,CHASE   ,G 11725         ,
LIU_SING,LIBERTY INTL UNDERWRITERS - SINGAPORE   ,SINGOIF ,OFFSHORE INSURANCE FUND                 ,L773                          ,177                                ,CITIBANK,8192657995      ,SINGOIF 
LIU_SING,LIBERTY INTL UNDERWRITERS - SINGAPORE   ,SINGSIF ,SINGAPORE INSURANCE FUND                ,L773                          ,178                                ,CITIBANK,8192657994      ,SINGSIF 
LLICSARL,LLIC SARL                               ,LLICSARL,LLIC SARL                               ,L791                          ,864                                ,CITIBANK,6252493001      ,
LMAL    ,LIBERTY MANAGING AGENCY LIMITED         ,LMAL    ,LIBERTY MANAGING AGENCY LIMITED         ,L746                          ,1361                               ,CHASE   ,G 22613         ,
LMATHLLC,"LMAT HOLDINGS, LLC                      ",LMATLCNP,"LMAT HOLDINGS, LLC                      ",                              ,1294                               ,CHASE   ,G 21374         ,
LMATNRI ,LMAT NATURAL RESOURCES INTERNATIONAL SL ,LMATNRI ,LMAT NATURAL RESOURCES INTERNATIONAL SL ,                              ,1333                               ,CITIBANK,618693730       ,
LMDILTD , DIRECT INSURANCE CO LTD  ,LMDAIB  ,LMDI COMPANY - AIB                      ,L709                          ,                                   ,AIB     ,NULL,
LMDILTD , DIRECT INSURANCE CO LTD  ,LMDBOI  ,LMDI COMPANY - BOI                      ,L709                          ,                                   ,BOI     ,NULL,
LMDILTD , DIRECT INSURANCE CO LTD  ,LMDHSBC ,LMDI COMPANY - HSBC                     ,L709                          ,                                   ,CHASEGLB,NULL,
LMDILTD , DIRECT INSURANCE CO LTD  ,LMDIC1  ,LMDI - CITI                             ,L709                          ,885                                ,CHASEGLB,80416           ,LMDIC1  
LMDILTD , DIRECT INSURANCE CO LTD  ,LMDIC2  ,LMDI - CITI                             ,L709                          ,                                   ,CITIBANK,NULL,
LMDILTD , DIRECT INSURANCE CO LTD  ,LMDIGBP ,LIMITED - GBP         ,L709                          ,955                                ,CHASEGLB,85908           ,LMDIGBP 
LMDILTD , DIRECT INSURANCE CO LTD  ,LMDJPM  ,LMDI COMPANY                            ,L709                          ,                                   ,CHASEGLB,79700128        ,
LMFIN   ,LM FINANCE EUROPE DAC                   ,LMFIN   ,LM FINANCE EUROPE DAC                   ,8101                          ,1199                               ,CHASE   ,G 21690         ,
LMGAMI  , ASSET MGMT INC           ,LMGAMI  , ASSET MGMT INC           ,8150                          ,862                                ,CHASE   ,G 15318         ,
LMGTHAI ,LMG INSURANCE COMPANY LIMITED           ,LMGTHAI ,LMG INSURANCE COMPANY LIMITED           ,L820                          ,172                                ,CITIBANK,8005810001      ,LMGTHAI 
LMGTHAI ,LMG INSURANCE COMPANY LIMITED           ,THAIST  ,THAI SHORT TERM                         ,L820                          ,204                                ,CITIBANK,NULL,THAIST  
LMGTHAI ,LMG INSURANCE COMPANY LIMITED           ,THAISURP,THAI SURPLUS                            ,L820                          ,1102                               ,CITIBANK,NULL,
LMHC    , HOLDINGS COMPANY INC     ,LMHC    , HOLDINGS COMPANY INC     ,8090                          ,679                                ,CHASE   ,G 20067         ,
LMIAHCV , INT AMSTERDAM HOLDINGS CV,LMIAHCV , INT AMSTERDAM HOLDINGS CV,L708                          ,                                   ,CITIBANK,6012999927      ,
LMIALLC , INVESTMENT HOLDINGS LLC  ,LMIALLC , INVESTMENT HOLDINGS LLC  ,8250                          ,418                                ,CHASE   ,G 23654         ,
LMIALLC , INVESTMENT HOLDINGS LLC  ,LMIALTRN,LMIALLC LOT TRANSFER                    ,8250                          ,                                   ,CHASE   ,NULL,
LMIALLC , INVESTMENT HOLDINGS LLC  ,LMIHLCSD,LMIH LLC - STOCK DISTRIBUTION           ,8250                          ,949                                ,CHASE   ,G 23631         ,
LMIALLC , INVESTMENT HOLDINGS LLC  ,LMIHLLC ,LMIH LLC - PRIVATE EQUITY               ,8250                          ,                                   ,CHASE   ,G 11220         ,
LMIIHL  , IRELAND INV HOLDINGS LTD ,LMIIHL  , IRELAND INV HOLDINGS LTD ,L712                          ,                                   ,CITIBANK,NULL,
LMMCADHD,LIBERTY M & M GPC CANADIAN ROYALTY HLD  ,LMMCADHD,LIBERTY M & M GPC CANADIAN ROYALTY HLD  ,                              ,1046                               ,CHASEGLB,AFX25           ,
LMMCADHD,LIBERTY M & M GPC CANADIAN ROYALTY HLD  ,LMMUSDHD,LIBERTY M & M GPC CANADIAN ROYALTY HLD  ,                              ,                                   ,CHASE   ,G 20283         ,
LMMCANRS,LIBERTY M&M CANADIAN ROYALTIES LTD      ,LMMCAN  ,LIBERTY M&M CANADIAN ROYALTIES LTD      ,                              ,1064                               ,CHASEGLB,86165           ,
LMMCANRS,LIBERTY M&M CANADIAN ROYALTIES LTD      ,LMMCANRS,LIBERTY M&M CANADIAN ROYALTIES LTD      ,                              ,1035                               ,CHASE   ,G 24436         ,
LMMCOARS,LIBERTY M&M CANADIAN COAL ROYALTIES LTD ,LMMCOA  ,LIBERTY M&M CANADIAN COAL ROYALTIES LTD ,                              ,1065                               ,CHASEGLB,86166           ,
LMMCOARS,LIBERTY M&M CANADIAN COAL ROYALTIES LTD ,LMMCOARS,LIBERTY M&M CANADIAN COAL ROYALTIES LTD ,                              ,1036                               ,CHASE   ,G 24437         ,
LMMEXLLC, MEXICO LLC               ,LMMEXLLC, MEXICO LLC               ,L769                          ,1048                               ,CHASE   ,G 24446         ,
LMMGENRS,LIBERTY M&M CANADIAN GENESEE ROY LTD    ,LMMGEN  ,LIBERTY M&M CANADIAN GENESEE ROY LTD    ,                              ,1066                               ,CHASEGLB,86164           ,
LMMGENRS,LIBERTY M&M CANADIAN GENESEE ROY LTD    ,LMMGENRS,LIBERTY M&M CANADIAN GENESEE ROY LTD    ,                              ,1034                               ,CHASE   ,G 24435         ,
LMRUSSIA,KIT FINANCE INSURANCE                   ,LMRIAST ,KIT FINANCE INSURANCE SHORT TERM        ,L740                          ,930                                ,CITIBANK,NULL,LMRIAST 
LMRUSSIA,KIT FINANCE INSURANCE                   ,LMRUSSIA,KIT FINANCE INSURANCE                   ,L740                          ,929                                ,ROSBANK ,NULL,LMRUSSIA
LMTECH  , TECHNOLOGY GROUP INC     ,LMTECH  , TECHNOLOGY GROUP INC     ,6072                          ,1194                               ,CHASELIQ,NULL,
LMTOLLC , OPPORTUNISTIC INVEST LLC ,LMTOLLC , OPPORTUNISTIC INVEST LLC ,8155                          ,977                                ,CHASE   ,G 23944         ,
LMTOLLC , OPPORTUNISTIC INVEST LLC ,OICS    , OPPORTUNISTIC INVEST CS  ,8155                          ,1330                               ,CHASE   ,G 23944         ,
LMTOLLC , OPPORTUNISTIC INVEST LLC ,OIGPMI  , OPPORTUNISTIC INVEST GPMI,8155                          ,1329                               ,CHASE   ,G 23944         ,
LMVENT  , PERSONAL INS VENTURES LLC,PIVENT  , PERSONAL INS VENTURES LLC,8956                          ,1114                               ,CHASE   ,G 01274         ,
LMVENT  , PERSONAL INS VENTURES LLC,PIVGS   ,LM PERSONAL INV VENTURES LLC-GLOBAL SPEC,8957                          ,1341                               ,CHASE   ,G 22015         ,
LSHLLC  ,LIBERTY STRUCTURED HOLDINGS LLC         ,LSHLLC  ,LIBERTY STRUCTURED HOLDINGS LLC         ,8310                          ,420                                ,CHASE   ,G 11576         ,
LSHLLC  ,LIBERTY STRUCTURED HOLDINGS LLC         ,LSHLLC88,LIB STRUCTURE HOLDINGS - RE             ,8310                          ,978                                ,CHASELP ,NULL,
LSHREH  ,"LIBERTY STRUCTURED HOLDINGS RE, LLC     ",LSHREH88,"LIBERTY STRUCTURED HOLDINGS RE, LLC     ",8315                          ,                                   ,CHASE   ,G 04273         ,
LSIV    ,LIBERTY SPONSORED INSURANCE VERMONT     ,LSIV    ,LIBERTY SPONSORED INSURANCE VERMONT     ,8604                          ,                                   ,        ,NULL,
N0700   ,THE NATIONAL CORPORATION                ,N0700   ,THE NATIONAL CORPORATION                ,2671                          ,442                                ,CHASE   ,NULL,
N1000   ,MID-AMERICAN AGENCY INC.                ,N1000   ,MID-AMERICAN AGENCY INC.                ,2682                          ,443                                ,CHASE   ,G 99912         ,
PANAMER ,LIBERTY SEGUROS S.A. (ECUADOR)          ,ECUADORC,LIBERTY SEOUROS S A - ECUADOR           ,L729                          ,979                                ,BANCPICH,NULL,ECUADORC
PANAMER ,LIBERTY SEGUROS S.A. (ECUADOR)          ,PANAMER ,PANAMERICANA                            ,L729                          ,933                                ,BANCPICH,NULL,PANAMER 
PENTA   ,PENTA - COMPANIA DE SEGUROS GENERALES-SA,PENTA   ,PENTA - COMPANIA DE SEGUROS GENERALES-SA,L716                          ,1134                               ,DCV     ,NULL,
PERU    ,LIBERTY SERGUROS PERU                   ,LSPERU  ,LIBERTY SERGUROS PERU                   ,L840                          ,1149                               ,CBSAB   ,NULL,
PERU    ,LIBERTY SERGUROS PERU                   ,PERUWC  ,LIBERTY SERGUROS PERU WORKING CAPITAL   ,L840                          ,1150                               ,CBSAB   ,NULL,
POLAND  ,LIBERTY SEGUROS CSRSA BRANCH IN POLAND  ,POL-LIAB,POLAND - LIABILITY                      ,L739                          ,179                                ,CITIBANK,803201          ,POL-LIAB
POLAND  ,LIBERTY SEGUROS CSRSA BRANCH IN POLAND  ,POL-ST  ,POLAND SHORT TERM                       ,L739                          ,163                                ,CITIBANK,NULL,POL-ST  
POLAND  ,LIBERTY SEGUROS CSRSA BRANCH IN POLAND  ,POL-SURP,POLAND - SURPLUS                        ,L739                          ,                                   ,CITIBANK,NULL,
PORTPENS,PORTUGAL PENSION                        ,LIFEPENS,FUNDO DE PENSOES DOS                    ,L725                          ,165                                ,CITIBANK,6010953156      ,LIFEPENS
PORTPENS,PORTUGAL PENSION                        ,LIFEPIR ,LIFE INDIVIDUAL RETIREMENT PLAN         ,L725                          ,935                                ,CITIBANK,6010953156      ,LIFEPIR 
PORTUGAL,PORTUGAL                                ,DESVIOS ,DESVIOS DE SINISTRALIDAO                ,L725                          ,205                                ,CITIBANK,6010824143      ,DESVIOS 
PORTUGAL,PORTUGAL                                ,GNPORTII,NEW GENESIS PORTUGAL                    ,L725                          ,815                                ,CITIBANK,6010824143      ,GNPORTII
PORTUGAL,PORTUGAL                                ,LCSP    ,CSP                                     ,L725                          ,206                                ,CITIBANK,6010824143      ,LCSP    
PORTUGAL,PORTUGAL                                ,LEQUIPII,FAS97 W/GRNTY EQUIPLANO II              ,L725                          ,207                                ,CITIBANK,6010824143      ,LEQUIPII
PORTUGAL,PORTUGAL                                ,LEQUIPL ,FAS97 W/GRNTY EQUIPLANO                 ,L725                          ,208                                ,CITIBANK,6010824143      ,LEQUIPL 
PORTUGAL,PORTUGAL                                ,LINVEST ,FAS97 W/GRNTY LINVEST                   ,L725                          ,1109                               ,CITIBANK,6010824143      ,LINVEST 
PORTUGAL,PORTUGAL                                ,LINVSTII,LINVESTII                               ,L725                          ,1144                               ,CITIBANK,6010824143      ,LINVSTII
PORTUGAL,PORTUGAL                                ,LIVRES  ,LIVRES                                  ,L725                          ,164                                ,CITIBANK,6010824143      ,LIVRES  
PORTUGAL,PORTUGAL                                ,LPMAIS  ,FAS 97 W/GRNTY LIBERTY POUPANCA MAIS    ,L725                          ,767                                ,CITIBANK,6010824143      ,LPMAIS  
PORTUGAL,PORTUGAL                                ,LPPR    ,FAS97 W/GRNTY EUROPEIA PPR/E            ,L725                          ,209                                ,CITIBANK,6010824143      ,LPPR    
PORTUGAL,PORTUGAL                                ,LPPRE   ,FAS97 W/GRNTY PLANO PPR/E               ,L725                          ,210                                ,CITIBANK,6010824143      ,LPPRE   
PORTUGAL,PORTUGAL                                ,LPPRII  ,FAS97 W/GRNTY PPR  EX-EQUITATIVA        ,L725                          ,211                                ,CITIBANK,6010824143      ,LPPRII  
PORTUGAL,PORTUGAL                                ,LPPRIII ,FAS97 W/GRNTY PPR II  EX-EQUITATIVA     ,L725                          ,212                                ,CITIBANK,6010824143      ,LPPRIII 
PORTUGAL,PORTUGAL                                ,LPPRMAIS,FAS 97 W/GRNTY LIBERTY PPR MAIS         ,L725                          ,221                                ,CITIBANK,6010824143      ,LPPRMAIS
PORTUGAL,PORTUGAL                                ,LVIDPI  ,FAS97 W/GRNTY TRAD & UNIV LIFE W/ PROFIT,L725                          ,213                                ,CITIBANK,6010824143      ,LVIDPI  
PORTUGAL,PORTUGAL                                ,LVIDPII ,FAS97 W/GRNTY EUROPEIA - 2.75%          ,L725                          ,214                                ,CITIBANK,6010824143      ,LVIDPII 
PORTUGAL,PORTUGAL                                ,LVIDSEMP,TRADITIONAL W/O PROFIT SHARING          ,L725                          ,215                                ,CITIBANK,6010824143      ,LVIDSEMP
PORTUGAL,PORTUGAL                                ,LWINCAP ,FAS97 W/GRNTY  LIFE WINCAPITAL I        ,L725                          ,216                                ,CITIBANK,6010824143      ,
PORTUGAL,PORTUGAL                                ,LWINPPR ,FAS97 W/GRNTY WIN PPR/E                 ,L725                          ,217                                ,CITIBANK,6010824143      ,LWINPPR 
PORTUGAL,PORTUGAL                                ,MERCPPR ,FAS97 W/GRNTY  MERCADO PPR              ,L725                          ,218                                ,CITIBANK,6010824143      ,MERCPPR 
PORTUGAL,PORTUGAL                                ,NONACCDT,ACIDENTES DE TRABALHO                   ,L725                          ,219                                ,CITIBANK,6010824143      ,NONACCDT
PORTUGAL,PORTUGAL                                ,OUTRAM  ,OUTROS RAMOS                            ,L725                          ,220                                ,CITIBANK,6010824143      ,OUTRAM  
PORTUGAL,PORTUGAL                                ,PORT90  ,PORTUGAL - PRIVATE EQUITY               ,L725                          ,959                                ,CHASELP ,NULL,
PORTUGAL,PORTUGAL                                ,PORTWC  ,PORTUGAL WORKING CAPITAL                ,L725                          ,1193                               ,CITIBANK,NULL,
PORTUGAL,PORTUGAL                                ,WINUNIT ,FAS97 W/O GRNTY UNIT LINKED - EQUITIES  ,L725                          ,222                                ,CITIBANK,6010824143      ,
PRCOM   ,UNDERWRITERS INC - IL ,G0900NY ,LIU - NY TM                             ,2604                          ,                                   ,CHASE   ,G 08430         ,
PRCOM   ,UNDERWRITERS INC - IL ,PRCOM   ,UNDERWRITERS INC - IL ,2604                          ,369                                ,CHASE   ,G 09884         ,PRCOM   
PRCOM   ,UNDERWRITERS INC - IL ,PRCOMCA ,LM PIC - CA TM                          ,2604                          ,                                   ,CHASE   ,P 62589         ,
PRCOM   ,UNDERWRITERS INC - IL ,PRCOMTRN,PRCOM LOT TRANSFERS                     ,2604                          ,                                   ,CHASE   ,NULL,
PRGEN   ,LM GENERAL INSURANCE COMPANY            ,PRGEN   ,LM GENERAL INSURANCE COMPANY            ,1S00                          ,370                                ,CHASE   ,G 09883         ,PRGEN   
PRGEN   ,LM GENERAL INSURANCE COMPANY            ,PRGENTRN,PRGEN LOT TRANSFERS                     ,1S00                          ,                                   ,CHASE   ,NULL,
PRIMFIAN,PRIMERO FIANZAS                         ,PRIMFIAN,PRIMERO FIANZAS                         ,L768                          ,1043                               ,BANORTE ,5981            ,PRIMFIAN
PRPAC   ,LM PROPERTY AND CASUALTY INSURANCE COMPA,PRPAC   ,LM PROPERTY AND CASUALTY INSURANCE COMPA,1Q00                          ,371                                ,CHASE   ,G 09882         ,PRPAC   
PRPAC   ,LM PROPERTY AND CASUALTY INSURANCE COMPA,PRPACCA ,LM P&C - CA TM                          ,1Q00                          ,                                   ,CHASE   ,P 62590         ,
PRPAC   ,LM PROPERTY AND CASUALTY INSURANCE COMPA,PRPACTRN,PRPAC LOT TRANSFERS                     ,1Q00                          ,                                   ,CHASE   ,NULL,
SING_LIU,LIBERTY INTL UNDERWRITERS - PTE LTD     ,SINGOIFD,OFFSHORE INSURANCE FUND                 ,L780                          ,1117                               ,CITIBANK,861458083       ,
SING_LIU,LIBERTY INTL UNDERWRITERS - PTE LTD     ,SINGSIFD,SINGAPORE INSURANCE FUND                ,L780                          ,1118                               ,CITIBANK,861458024       ,
SING_LIU,LIBERTY INTL UNDERWRITERS - PTE LTD     ,SINGSIFD,SINGAPORE INSURANCE FUND                ,L780                          ,1118                               ,CITIBANK,861458075       ,
SINGAPOR,Pte. Ltd              ,SINGAFS ,SINGAPORE - AVAILABLE FOR SALE          ,L827                          ,944                                ,CITIBANK,NULL,SINGAFS 
SINGAPOR,Pte. Ltd              ,SINGAPOR,Pte. Ltd              ,L827                          ,176                                ,CITIBANK,8150477298      ,SINGAPOR
SINGAPOR,Pte. Ltd              ,SINGCC  ,SINGAPORE - CC                          ,L827                          ,751                                ,CITIBANK,NULL,SINGCC  
SINGAPOR,Pte. Ltd              ,SINGWC  ,SINGAPORE - WC                          ,L827                          ,750                                ,CITIBANK,NULL,SINGWC  
SINGAPOR,Pte. Ltd              ,SINPOIF ,SINPOIF                                 ,L827                          ,814                                ,CITIBANK,NULL,SINPOIF 
SJALLC  ,ST. JAMES-ARLINGTON LLC                 ,SJALLC  ,ST. JAMES-ARLINGTON LLC                 ,8240                          ,                                   ,        ,NULL,
SJALP   ,ST. JAMES-ARLINGTON RE LP               ,SJALP   ,ST. JAMES-ARLINGTON RE LP               ,8220                          ,686                                ,CHASE   ,NULL,
SPAIN-NI,SPAIN NON-INSURANCE                     ,SPAIN-NI,SPAIN NON-INSURANCE                     ,L720                          ,819                                ,CITIBANK,6042926849      ,SPAIN-NI
SPAINLF ,LIBERTY SPAIN LIFE                      ,AMEXNGT ,FAS97 W/O GRNTYUNIT LINKED MORGAN       ,L720                          ,191                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,COFAGNV ,TRADING COLECTIVOS FAC                  ,L720                          ,                                   ,CDCU    ,NULL,
SPAINLF ,LIBERTY SPAIN LIFE                      ,COLECFAG,TRADING COLECTIVOS FAG                  ,L720                          ,120                                ,CITIBANK,6012926849      ,COLECFAG
SPAINLF ,LIBERTY SPAIN LIFE                      ,COLECNO ,COLECTIVOS AVAILABLE FOR SALE           ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,COLECNV ,COLECTIVOS HELD TO MATURITY             ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,COLECUCI,COLECTIVOS UCI                          ,L720                          ,121                                ,CITIBANK,6012926849      ,COLECUCI
SPAINLF ,LIBERTY SPAIN LIFE                      ,COUCINO ,COLECTIVOS UCI AVAILABLE FOR SALE       ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,COUCINV ,COLECTIVOS UCI HELD TO MATURITY         ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPABELLO,FAS97 W/GRNTY CP ABELLO 3%              ,L720                          ,122                                ,CITIBANK,6012926849      ,CPABELLO
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPINM3O ,ABELLO AVAILABLE FOR SALE               ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPINM3V ,ABELLO HELD TO MATURITY                 ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPJJDIRE,FAS97 W/GRNTY CP JJ Y J DIRECTIVO 4.5%  ,L720                          ,123                                ,CITIBANK,6012926849      ,CPJJDIRE
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPJJEMPL,FAS97 W/GRNTY CP JJ Y J EMPLEADO 4%     ,L720                          ,124                                ,CITIBANK,6012926849      ,CPJJEMPL
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPJJM4O ,JJ Y J EMPLEADOS 4% AVAILABLE FOR SALE  ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPJJM4V ,JJ Y J EMPLEADOS 4% HELD TO MATURITY    ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPRESNPB,CP RESTO SIN PB                         ,L720                          ,125                                ,CITIBANK,6012926849      ,CPRESNPB
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPRESTPB,FAS97 W/GRNTYCP RESTO CON PB            ,L720                          ,126                                ,CITIBANK,6012926849      ,CPRESTPB
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPRSNPO ,CP DGS SIN PB AVAILABLE FOR SALE        ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPRSNPV ,CP DGS SIN PB HELD TO MATURITY          ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPRSPBO ,CP RESTO CON PB AVAILABLE FOR SALE      ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPRSPBV ,CP RESTO CON PB HELD TO MATURITY        ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPSUN5PB,CP SUN ALLIANCE 5%                      ,L720                          ,127                                ,CITIBANK,6012926849      ,CPSUN5PB
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPV6PBO ,VINOS 6% AVAILABLE FOR SALE             ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPV6PBV ,VINOS 6% HELD TO MATURITY               ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPVIN6PB,CP VINOS 6%                             ,L720                          ,128                                ,CITIBANK,6012926849      ,CPVIN6PB
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPVNPBO ,CP VIDA SIN PB AVAILABLE FOR SALE       ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,CPVNPBV ,CP VIDA SIN PB HELD TO MATURITY         ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,DEIMSAV ,IMSA HELD TO MATURITY                   ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,DGSNPBO ,DGS SIN PB AVAILABLE FOR SALE           ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,DGSNPBV ,DGS SIN PB HELD TO MATURITY             ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,DINERDIK,DINERDIK                                ,L720                          ,883                                ,CITIBANK,6012926849      ,DINERDIK
SPAINLF ,LIBERTY SPAIN LIFE                      ,DINERG18,DINERG18 - SPAIN LIFE                   ,L720                          ,1337                               ,CITIBANK,6012926849      ,DINERG18
SPAINLF ,LIBERTY SPAIN LIFE                      ,DINERSEG,DINERSEGURO                             ,L720                          ,129                                ,CITIBANK,6012926849      ,DINERSEG
SPAINLF ,LIBERTY SPAIN LIFE                      ,E0107NVT,INSTITUCIONAL DURATION MATCHING VENCIMIE,L720                          ,                                   ,CITIBANK,NULL,
SPAINLF ,LIBERTY SPAIN LIFE                      ,INMU20O ,INMUNIZADA 26/48 AVAILABLE FOR SALE     ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,INMU20V ,INMUNIZADA 26/48 HELD TO MATURITY       ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,INMUF972,FAS97 W/GRNTY 97 INMUNIZADA 2%          ,L720                          ,1137                               ,CITIBANK,NULL,
SPAINLF ,LIBERTY SPAIN LIFE                      ,INMUF973,FAS97 W/GRNTY 97 INMUNIZADA 3%          ,L720                          ,131                                ,CITIBANK,6012926849      ,INMUF973
SPAINLF ,LIBERTY SPAIN LIFE                      ,INMUF974,FAS97 W/GRNTY INMUNIZADA 4%             ,L720                          ,132                                ,CITIBANK,6012926849      ,INMUF974
SPAINLF ,LIBERTY SPAIN LIFE                      ,INMUTRA3,FAS60 INMUNIZADA 3%                     ,L720                          ,133                                ,CITIBANK,6012926849      ,INMUTRA3
SPAINLF ,LIBERTY SPAIN LIFE                      ,INMUTRA4,FAS60 INMUNIZADA 4%                     ,L720                          ,134                                ,CITIBANK,6012926849      ,INMUTRA4
SPAINLF ,LIBERTY SPAIN LIFE                      ,IXXINGTE,FAS97 W/O GRNTY GENESIS INVERSION XXI   ,L720                          ,192                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,IXXINGTS,FAS97 W/O GRNTYGENESIS INVERSION XXI    ,L720                          ,193                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,JOHN2017,FAS97-W/GUARANTEE 0.18%                 ,L720                          ,1317                               ,CITIBANK,6012926849      ,JOHN2017
SPAINLF ,LIBERTY SPAIN LIFE                      ,JPMORGT ,FAS97 W/O GRNTY UNIT LINKED JPM         ,L720                          ,194                                ,CITIBANK,6012926849      ,
